title,artist,msg_id,from_peer
suge (remix) [feat. dababy],nicki minaj,8637,342768303
tetema (feat. diamond platnumz),rayvanny,8638,342768303
lips don't lie (feat. a boogie wit da hoodie) (r3hab remix),ally brooke,8639,342768303
china (feat. j balvin & ozuna),"anuel aa, daddy yankee, karol g",8640,342768303
how do you sleep?,sam smith,8641,342768303
beautiful life,"nas, ravaughn",8642,342768303
queensbridge politics,nas,8643,342768303
you mean the world to me,nas,8644,342768303
it never ends,nas,8645,342768303
queens wolf,nas,8646,342768303
highly favored,nas,8647,342768303
the art of it,"nas, j. myers",8648,342768303
war against love,nas,8649,342768303
adult film,"nas, swizz beatz",8650,342768303
who are you,"nas, david ranier",8651,342768303
royalty,"nas, ravaughn",8652,342768303
tanasia,nas,8653,342768303
lost freestyle,nas,8654,342768303
jarreau of rap (skatt attack),"nas, al jarreau, keyon harrold",8655,342768303
vernon family,nas,8656,342768303
no bad energy,nas,8657,342768303
"spirit (from disney's ""the lion king"")",beyoncé,8658,342768303
"i'm home (mufasa, sarabi & simba interlude)","james earl jones, donald glover, alfre woodard",8659,342768303
scar,"070 shake, jessie reyez",8660,342768303
surrender (simba & scar interlude),"chiwetel ejiofor, donald glover",8661,342768303
my power,"beyoncé, tierra whack, moonchild sanelly, nija",8662,342768303
war (nala interlude),beyoncé,8663,342768303
otherside,beyoncé,8664,342768303
remember (mufasa interlude),james earl jones,8665,342768303
already,"beyoncé, shatta wale, major lazer",8666,342768303
follow me (rafiki interlude),john kani,8667,342768303
keys to the kingdom,"tiwa savage, mr eazi",8668,342768303
come home (nala interlude),beyoncé,8669,342768303
brown skin girl,"beyoncé, saint jhn, wizkid, blue ivy carter",8670,342768303
water,"beyoncé, salatiel, pharrell williams",8671,342768303
reunited (nala & simba interlude),"beyoncé, donald glover",8672,342768303
mood 4 eva,"beyoncé, jay-z, childish gambino",8673,342768303
"new lesson (timon, pumbaa & young simba interlude)","billy eichner, jd mccrary, seth rogan",8674,342768303
nile,"beyoncé, kendrick lamar",8675,342768303
run away (scar & young simba interlude),"chiwetel ejiofor, jd mccrary",8676,342768303
ja ara e,burna boy,8677,342768303
danger (young simba & young nala interlude),"jd mccrary, shahadi wright joseph",8678,342768303
don't jealous me,"tekno, yemi alade, mr eazi",8679,342768303
uncle scar (scar interlude),chiwetel ejiofor,8680,342768303
find your way back,beyoncé,8681,342768303
the stars (mufasa interlude),james earl jones,8682,342768303
bigger,beyoncé,8683,342768303
balance (mufasa interlude),james earl jones,8684,342768303
pussy pop,iggy azalea,8685,342768303
just wanna,iggy azalea,8686,342768303
freak of the week (feat. juicy j),iggy azalea,8687,342768303
comme des garcons,iggy azalea,8688,342768303
big bag (feat. stini),iggy azalea,8689,342768303
fuck it up (feat. kash doll),iggy azalea,8690,342768303
spend it,iggy azalea,8691,342768303
started,iggy azalea,8692,342768303
hoemita (feat. lil yachty),iggy azalea,8693,342768303
sally walker,iggy azalea,8694,342768303
clap back,iggy azalea,8695,342768303
thanks i get,iggy azalea,8696,342768303
i.f.l.y.,bazzi,8697,342768303
the billing,pamfalon,8698,342768303
chuchu,pamfalon,8699,342768303
anti social club,pamfalon,8700,342768303
the billing,pamfalon,8701,342768303
chuchu,pamfalon,8702,342768303
anti social club,pamfalon,8703,342768303
beqa inifata 420,pamfalon,8704,342768303
lebego,pamfalon,8705,342768303
yene new,pamfalon,8706,342768303
anteneh (remastered),pamfalon,8707,342768303
ethiopiawinet (extended version),pamfalon,8708,342768303
fogari,pamfalon,8709,342768303
azyoch,pamfalon,8710,342768303
mistrawi,pamfalon,8711,342768303
intro,pamfalon,8712,342768303
looking at me,sabrina carpenter,8713,342768303
take you back,sabrina carpenter,8714,342768303
exhale,sabrina carpenter,8715,342768303
tell em,sabrina carpenter,8716,342768303
take off all your cool,sabrina carpenter,8717,342768303
i'm fakin,sabrina carpenter,8718,342768303
i can't stop me,sabrina carpenter & saweetie,8719,342768303
pushing 20,sabrina carpenter,8720,342768303
in my bed,sabrina carpenter,8721,342768303
city girls,ynw melly,8722,342768303
floor seats,a$ap ferg,8723,342768303
tears in the rain,the weeknd,8724,342768303
pretty,the weeknd,8725,342768303
kiss land,the weeknd,8726,342768303
wanderlust,the weeknd,8727,342768303
live for,drake,8728,342768303
belong to the world,the weeknd,8729,342768303
love in the sky,the weeknd,8730,342768303
adaptation,the weeknd,8731,342768303
the town,the weeknd,8732,342768303
professional,the weeknd,8733,342768303
cap flow (feat. lil uzi vert),"doowop, lil uzi vert",8734,342768303
burnin' (feat. rick ross),"docka, rick ross",8735,342768303
yetefa yigegnal,haile roots,8736,342768303
mbube,lebo m.,8737,342768303
he lives in you,lebo m.,8738,342768303
never too late,elton john,8739,342768303
remember,hans zimmer,8740,342768303
battle for pride rock,hans zimmer,8741,342768303
spirit,beyoncé,8742,342768303
reflections of mufasa,hans zimmer,8743,342768303
can you feel the love tonight,"songhao zhu, moyi lu, sheng feng, kaijie yang",8744,342768303
the lion sleeps tonight,"songhao zhu, seth rogen",8745,342768303
simba is alive!,hans zimmer,8746,342768303
hakuna matata,"ziyi he, songhao zhu, sheng feng, kaijie yang",8747,342768303
scar takes the throne,hans zimmer,8748,342768303
stampede,hans zimmer,8749,342768303
be prepared (2019),liefu zhang,8750,342768303
elephant graveyard,hans zimmer,8751,342768303
i just can't wait to be king,"ziyi he, shuyuan pan, qiming zhang",8752,342768303
rafiki's fireflies,hans zimmer,8753,342768303
life's not fair,hans zimmer,8754,342768303
circle of life/nants' ingonyama,"shuang ding, lebo m.",8755,342768303
these days (feat. logic),silas,8756,342768303
i'm fakin,sabrina carpenter,8757,342768303
look what i've become (feat. ty dolla $ign),mike posner,8758,342768303
thing for you,david guetta & martin solveig,8759,342768303
two nights part ii (lykke li x skrillex x ty dolla $ign),lykke li & skrillex,8760,342768303
swing,sofi tukker,8761,342768303
melee,tory lanez,8762,342768303
pray (feat. logic),sam smith,8763,342768303
tetris (remix),"derek king, russ",8764,342768303
lights out (feat. ty dolla $ign & rich the kid),"ronny j, ty dolla $ign, rich the kid",8765,342768303
on my way,phora,8766,342768303
m.i.s.s.i.s.s.i.p.p.i.,big k.r.i.t.,8767,342768303
life in the sun (feat. camper),"big k.r.i.t., camper",8768,342768303
high beams (feat. wolfe de mçhls),"big k.r.i.t., wolfe de mçhls",8769,342768303
outer space,big k.r.i.t.,8770,342768303
learned from texas,big k.r.i.t.,8771,342768303
blue flame ballet,big k.r.i.t.,8772,342768303
"""blue flame"" (interlude)",big k.r.i.t.,8773,342768303
family matters,big k.r.i.t.,8774,342768303
prove it (feat. j. cole),"big k.r.i.t., j. cole",8775,342768303
believe,big k.r.i.t.,8776,342768303
everytime (feat. baby rose),"big k.r.i.t., baby rose",8777,342768303
i made (feat. yella beezy),"big k.r.i.t., yella beezy",8778,342768303
obvious (feat. rico love),"big k.r.i.t., rico love",8779,342768303
energy,big k.r.i.t.,8780,342768303
addiction (feat. lil wayne & saweetie),"big k.r.i.t., saweetie, lil wayne",8781,342768303
make it easy,big k.r.i.t.,8782,342768303
i been waitin,big k.r.i.t.,8783,342768303
high end country (interlude),big k.r.i.t.,8784,342768303
k.r.i.t. here,big k.r.i.t.,8785,342768303
bad guy,"billie eilish, justin bieber",8786,342768303
head on my shoulders,lil duke,8787,342768303
i'm there (feat. steezy),"lil duke, steezy",8788,342768303
she mine,lil duke,8789,342768303
wishy washy,lil duke,8790,342768303
feel my pain,lil duke,8791,342768303
wreccless,lil duke,8792,342768303
the one,lil duke,8793,342768303
prodigy (feat. lil durk),"lil duke, lil durk",8794,342768303
out da seal,lil duke,8795,342768303
fatigue (feat. trapboy freddy),"lil duke, trapboy freddy",8796,342768303
petty (feat. gunna),"lil duke, gunna",8797,342768303
look in my eyez,lil duke,8798,342768303
wet like a boat (feat. lil keed & lil yachty),"lil duke, lil keed, lil yachty",8799,342768303
rosé (feat. young jordan),"lil duke, young jordan",8800,342768303
she mine,lil duke,8801,342768303
wishy washy,lil duke,8802,342768303
feel my pain,lil duke,8803,342768303
wreccless,lil duke,8804,342768303
the one,lil duke,8805,342768303
prodigy (feat. lil durk),"lil duke, lil durk",8806,342768303
out da seal,lil duke,8807,342768303
fatigue (feat. trapboy freddy),"lil duke, trapboy freddy",8808,342768303
petty (feat. gunna),"lil duke, gunna",8809,342768303
look in my eyez,lil duke,8810,342768303
wet like a boat (feat. lil keed & lil yachty),"lil duke, lil keed, lil yachty",8811,342768303
rosé (feat. young jordan),"lil duke, young jordan",8812,342768303
to the moon (feat. young thug),"lil duke, young thug",8813,342768303
niggas it ain't safe,lil duke,8814,342768303
too many,lil duke,8815,342768303
believe in me,lil duke,8816,342768303
time,nf,8817,342768303
falling down (travis barker remix),"lil peep, xxxtentacion",8818,342768303
muito calor,ozuna & anitta,8819,342768303
harder,jax jones & bebe rexha,8820,342768303
blow,"ed sheeran, chris stapleton & bruno mars",8821,342768303
way to break my heart (feat. skrillex),ed sheeran,8822,342768303
1000 nights (feat. meek mills & a boggie wit da hoodie),ed sheeran,8823,342768303
i don't want your money (feat. h.e.r.),ed sheeran,8824,342768303
nothing on you (feat. paulo londra & dave),ed sheeran,8825,342768303
put it all on me (feat. ella mai),ed sheeran,8826,342768303
feels (feat. young thung & jhus),ed sheeran,8827,342768303
remember the name (feat. eminem & 50 cent),ed sheeran,8828,342768303
antisocial,ed sheeran & travis scott,8829,342768303
i don't care,ed sheeran & justin bieber,8830,342768303
best part of me (feat. yebba),ed sheeran,8831,342768303
take me back to london (feat. stromzy),ed sheeran,8832,342768303
cross me (feat. chance the rapper & pnb rock),ed sheeran,8833,342768303
south of the border (feat. camila cabello & cardi b),ed sheeran,8834,342768303
beautiful people (feat. khalid),ed sheeran,8835,342768303
south of the border (feat. camila cabello & cardi b),ed sheeran,8836,342768303
"kendrick lamar, j. cole, nipsey hussle, joyner lucas, chris brown…",middle child remix,8837,342768303
"spirit (from disney's ""the lion king"")",beyoncé,8838,342768303
happy birthday (feat. john legend),kygo,8839,342768303
lonely together (feat. rita ora),avicii,8840,342768303
alone,alan walker,8841,342768303
wolves,selena gomez & marshmello,8842,342768303
paris,the chainsmokers,8843,342768303
besos mojados,"ozuna, r.k.m. & ken y",8844,342768303
final song,mø,8845,342768303
infinitry mobbin *bonus*,"a$ap ant, lil 2 dow",8846,342768303
ooze edition,a$ap ant,8847,342768303
box and 1,"a$ap ant, baby 9eno",8848,342768303
a&w cream soda,a$ap ant,8849,342768303
cross country elementary,a$ap ant,8850,342768303
bri bri keep playin,a$ap ant,8851,342768303
tris stratus,a$ap ant,8852,342768303
21 donut,"a$ap ant, lulu p",8853,342768303
offseason workout,a$ap ant,8854,342768303
nba live 2005,a$ap ant,8855,342768303
lord superb,a$ap ant,8856,342768303
tysons corner,a$ap ant,8857,342768303
sacrifices,"dreamville, j. cole, saba, earthgang, smino",8858,342768303
ptsd,"dreamville, omen, mereba, deante' hitchcock, st. beauty",8859,342768303
middle child,j. cole,8860,342768303
got me,"dreamville, ari lennox, omen, ty dolla $ign, dreezy",8861,342768303
sunset,"dreamville, j. cole, young nudy",8862,342768303
rembrandt...run it back,"dreamville, j. cole, jid, vince staples",8863,342768303
1993,"dreamville, j. cole, jid, cozz, earthgang, buddy, smino",8864,342768303
costa rica,"dreamville, bas, jid, mez, reese laflare, guapdad 4000, jace, buddy…",8865,342768303
"ladies, ladies, ladies","dreamville, jid, t.i.",8866,342768303
self love,"dreamville, ari lennox, bas, baby rose",8867,342768303
sleep deprived,"dreamville, omen, lute, mez, davionne",8868,342768303
wells fargo (interlude),"dreamville, jid, earthgang, guapdad 4000, buddy",8869,342768303
don't hit me right now,"dreamville, bas, cozz, yung baby tate, guapdad 4000, buddy",8870,342768303
oh wow...swerve,"dreamville, j. cole, zoink gang, key!, maxo kream",8871,342768303
"swivel (from the upcoming album ""mirrorland"")","dreamville, earthgang",8872,342768303
lambotruck,"dreamville, cozz, reason, childish major",8873,342768303
down bad,"dreamville, j. cole, jid, bas, earthgang, young nudy",8874,342768303
under the sun,"dreamville, j. cole, lute, dababy",8875,342768303
i think i'm okay,"machine gun kelly, yungblud & travis barker",8876,342768303
5:3666 (feat. phem),machine gun kelly,8877,342768303
waste love (feat. madison love),machine gun kelly,8878,342768303
candy (feat. trippie redd),machine gun kelly,8879,342768303
death in my pocket,machine gun kelly,8880,342768303
truck norris interlude,machine gun kelly,8881,342768303
